id,timestamp1,source,actiontag,event_id,event_type,event_category,event_author,eventcreated,change_id,change_source,changetimestamp,change_targetasrobject_id,change_targetasrobject_origin,change_targetasrobject_destination,change_targetasrobject_flightnumber,change_targetasrobject_carrier,scheduledstart,scheduledend,change_attributes_last_aircraft_assigned,eobt,eibt,change_attributes_last_delay_applied,change_attributes_last_delay_on_arrival_applied
OPER_NON-REPORT_190507T18:26__G9HJ778,03:51.0,gui:cje17:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__FSolQ40,Update Maintenance~,OPER_NON-REPORT_190507T18:26,NON-REPORT,OPER,kel09,26:29.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__8Fz-jeM,gui:cje17:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__FSolQ40,00:33.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190508T14:41__knrubp8,11:40.0,gui:cje17:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__-els8HI,Update Maintenance~,PLAN-QLK_ALL_190508T14:41,ALL,PLAN-QLK,108658,41:10.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__eX08GTo,gui:cje17:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__-els8HI,11:37.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190513T18:49__cnXdE0Q,04:03.0,gui:188421:actiontag:Create Maintenance~!~VHQOJ~!~VHQOJ~!~Local__xdLy74k,Create Maintenance~,PLAN-QLK_ALL_190513T18:49,ALL,PLAN-QLK,176171,49:34.0,-IlTFC8_BNE_QF_190615T03:55_190615T13:00__YGTNTL4,gui:188421:actiontag:Create Maintenance~!~VHQOJ~!~VHQOJ~!~Local__xdLy74k,04:00.0,-IlTFC8_BNE_QF_190615T03:55_190615T13:00,,,,QF,55:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__wjJtSmY,07:01.0,gui:799623:actiontag:Move Maintenance~!~VHEBR~!~10049 Mins.~!~Local__eY68nw4,Move Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__0E3Tcq0,gui:799623:actiontag:Move Maintenance~!~VHEBR~!~10049 Mins.~!~Local__eY68nw4,03:46.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__unmgvKY,50:23.0,gui:799623:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__i2ES-BY,Update Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__vYPchz0,gui:799623:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__i2ES-BY,28:51.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190430T20:45__YYOnYXg,35:19.0,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__gvc9x4E,Update Maintenance~,PLAN_MAINT-INT_190430T20:45,MAINT-INT,PLAN,938283,45:12.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__Q_zHOD4,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__gvc9x4E,35:15.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190430T20:45__EDxYByY,00:39.0,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__prhQQRs,Update Maintenance~,PLAN_MAINT-INT_190430T20:45,MAINT-INT,PLAN,938283,45:12.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__v4n3gAU,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__prhQQRs,00:36.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__ym6S9G4,54:08.0,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__B2N4_Ws,Update Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__9oksBzU,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__B2N4_Ws,52:50.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__e_wKuuA,54:08.0,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__p6MvK0M,Update Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__SuMYLtY,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__p6MvK0M,54:04.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__5vv_-Bg,08:30.0,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__uTbmclo,Update Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__Y0Mc7Rg,gui:938283:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__uTbmclo,08:25.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH_AOG_VHVXF_190503T18:28__K4M76YI,26:18.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__Da1wW_g,Update Maintenance~,MECH_AOG_VHVXF_190503T18:28,AOG,MECH,scr11,28:13.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__lPCJtqM,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__Da1wW_g,24:58.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH_AOG_VHVXF_190503T18:28__RxqL0KE,26:18.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__wFOdj5U,Update Maintenance~,MECH_AOG_VHVXF_190503T18:28,AOG,MECH,scr11,28:13.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__VC6p8kw,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__wFOdj5U,26:14.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__940RiZs,47:33.0,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__3q7x_6c,Update Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__xDbw7Mc,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__3q7x_6c,47:08.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__aMGa570,47:33.0,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__ICuXXGc,Update Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__7dNfd8Y,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__ICuXXGc,47:28.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_IT_190504T19:04__7NNhBXs,58:58.0,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__KMjMa1g,Update Maintenance~,OPER_IT_190504T19:04,IT,OPER,cog03,04:55.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__sC97dBE,gui:377685:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__KMjMa1g,58:54.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_NON-REPORT_190504T19:05__15eb7KU,47:12.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__nJdquTs,Update Maintenance~,OPER_NON-REPORT_190504T19:05,NON-REPORT,OPER,cog03,05:18.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__NHzQd4o,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__nJdquTs,47:07.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:27__35Awsd8,45:35.0,gui:931304:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__IMbSK70,Update Maintenance~,PLAN_MAINT-INT_190506T21:27,MAINT-INT,PLAN,298546,27:06.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__zXnzCYw,gui:931304:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__IMbSK70,45:21.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__UvO7E0I,55:52.0,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~6895 Mins.~!~Local__V1DrlqE,Move Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__ztEZeL4,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~6895 Mins.~!~Local__V1DrlqE,54:54.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__dTe146E,55:52.0,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~2266 Mins.~!~Local__HEAZV-Q,Move Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__0R7gdJ4,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~2266 Mins.~!~Local__HEAZV-Q,54:59.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__7-o3C4U,55:52.0,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~13 Mins.~!~Local__MluX5j4,Move Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__Q3RodBo,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~13 Mins.~!~Local__MluX5j4,55:04.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__yKJELX8,55:52.0,gui:768814:actiontag:Delay End Maintenance~!~VHEBR~!~-196 Mins.~!~Local__iHyP2MI,Delay End Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__ucvYCE4,gui:768814:actiontag:Delay End Maintenance~!~VHEBR~!~-196 Mins.~!~Local__iHyP2MI,55:07.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__AnoI3LY,55:52.0,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~101 Mins.~!~Local__jG7-BXg,Move Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__sf09Qj0,gui:768814:actiontag:Move Maintenance~!~VHEBR~!~101 Mins.~!~Local__jG7-BXg,55:15.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__1NBvzj4,55:52.0,gui:768814:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__kLhn7rU,Update Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__D3Rpyfo,gui:768814:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__kLhn7rU,55:36.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__U5sq7qc,55:52.0,gui:768814:actiontag:Delay Start Maintenance~!~VHEBR~!~-5 Mins.~!~Local__R2iPJos,Delay Start Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__TtC0ztA,gui:768814:actiontag:Delay Start Maintenance~!~VHEBR~!~-5 Mins.~!~Local__R2iPJos,55:42.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN_MAINT-INT_190506T21:16__nSuwrdk,55:52.0,gui:768814:actiontag:Delay End Maintenance~!~VHEBR~!~-272 Mins.~!~Local__cgeSmUM,Delay End Maintenance~,PLAN_MAINT-INT_190506T21:16,MAINT-INT,PLAN,768814,16:39.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__UgzfhN0,gui:768814:actiontag:Delay End Maintenance~!~VHEBR~!~-272 Mins.~!~Local__cgeSmUM,55:46.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH_MAINT_VHXZO_190509T19:35__Okfeqfk,09:09.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__det_DcI,Update Maintenance~,MECH_MAINT_VHXZO_190509T19:35,MAINT,MECH,din05,35:47.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__hjBjYLQ,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__det_DcI,05:53.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH_MAINT_VHXZO_190509T19:35__e1d9H3E,09:09.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__FTJCifQ,Update Maintenance~,MECH_MAINT_VHXZO_190509T19:35,MAINT,MECH,din05,35:47.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__SH1dUmY,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__FTJCifQ,08:33.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH_MAINT_VHXZO_190509T19:35___E5sJ_E,09:09.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__2ceiJH4,Update Maintenance~,MECH_MAINT_VHXZO_190509T19:35,MAINT,MECH,din05,35:47.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__2HcpO4U,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__2ceiJH4,08:49.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
OPER-QLK_MVT_190512T20:04__Rjv_ZAw,13:12.0,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__WEtqGtY,Update Maintenance~,OPER-QLK_MVT_190512T20:04,MVT,OPER-QLK,cpe97,04:47.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__V4vbCIg,gui:kmo05:actiontag:Update Maintenance~!~VHEBR~!~ - ~!~Local__WEtqGtY,13:04.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
ATFM_COBT_190514T19:19__NtV6ndk,00:40.0,gui:911188:actiontag:Delay End Maintenance~!~VHEBR~!~-37 Mins.~!~Local__JeplqRU,Delay End Maintenance~,ATFM_COBT_190514T19:19,COBT,ATFM,207442,19:20.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35__HG4BLI4,gui:911188:actiontag:Delay End Maintenance~!~VHEBR~!~-37 Mins.~!~Local__JeplqRU,00:35.0,-MFNApA_SYD_QF_190503T10:35_190504T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190501T21:46__JKKHHLM,21:17.0,gui:190087:actiontag:Create Maintenance~!~VHTQZ~!~VHTQZ~!~Local__2k0gyy8,Create Maintenance~,PLAN-QLK_ALL_190501T21:46,ALL,PLAN-QLK,195179,46:33.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00___FNnQFs,gui:190087:actiontag:Create Maintenance~!~VHTQZ~!~VHTQZ~!~Local__2k0gyy8,18:34.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00,,,,QF,50:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190501T21:46__ERwkLPk,21:17.0,gui:190087:actiontag:Delay End Maintenance~!~VHTQZ~!~-47 Mins.~!~Local__rWoiIZc,Delay End Maintenance~,PLAN-QLK_ALL_190501T21:46,ALL,PLAN-QLK,195179,46:33.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00__0SuGR3k,gui:190087:actiontag:Delay End Maintenance~!~VHTQZ~!~-47 Mins.~!~Local__rWoiIZc,19:28.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00,,,,QF,50:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190501T21:46__WOUQxR0,21:17.0,gui:190087:actiontag:Move Maintenance~!~VHTQZ~!~25 Mins.~!~Local__1o4bfuQ,Move Maintenance~,PLAN-QLK_ALL_190501T21:46,ALL,PLAN-QLK,195179,46:33.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00__76v5Ulw,gui:190087:actiontag:Move Maintenance~!~VHTQZ~!~25 Mins.~!~Local__1o4bfuQ,19:30.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00,,,,QF,50:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190508T08:08__SkDW6Ak,01:53.0,gui:190087:actiontag:Cancel Maintenance~!~VHTQZ~!~ - ~!~Local__xXrsRP4,Cancel Maintenance~,PLAN-QLK_ALL_190508T08:08,ALL,PLAN-QLK,176171,08:54.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00__aqFCNio,gui:190087:actiontag:Cancel Maintenance~!~VHTQZ~!~ - ~!~Local__xXrsRP4,59:34.0,-OpQ6QQ_SYD_QF_190516T22:50_190517T01:00,,,,QF,50:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190509T21:52__3ez73OI,05:55.0,gui:190087:actiontag:Create Maintenance~!~VHTQH~!~VHTQH~!~Local__BGhr0ks,Create Maintenance~,PLAN-QLK_ALL_190509T21:52,ALL,PLAN-QLK,195179,52:52.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35__TIFVfUc,gui:190087:actiontag:Create Maintenance~!~VHTQH~!~VHTQH~!~Local__BGhr0ks,05:52.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35,,,,QF,35:00.0,35:00.0,,,,,
MECH-QLK_AOG_VHTQH_190509T21:38__IrG-dCA,27:59.0,gui:198169:actiontag:Move Maintenance~!~VHTQH~!~-289 Mins.~!~Local__6LqEhGU,Move Maintenance~,MECH-QLK_AOG_VHTQH_190509T21:38,AOG,MECH-QLK,179598,38:36.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35__EDK8dNk,gui:198169:actiontag:Move Maintenance~!~VHTQH~!~-289 Mins.~!~Local__6LqEhGU,27:04.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_NON-REPORT_190512T07:58__LEVDOEE,43:38.0,gui:198169:actiontag:Move Maintenance~!~VHTQH~!~25 Mins.~!~Local__ok4fD6s,Move Maintenance~,OPER_NON-REPORT_190512T07:58,NON-REPORT,OPER,scr11,58:21.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35__DWhfMWs,gui:198169:actiontag:Move Maintenance~!~VHTQH~!~25 Mins.~!~Local__ok4fD6s,43:35.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190512T20:41__-FRYRHU,15:13.0,gui:176171:actiontag:Move Maintenance~!~VHTQH~!~-421 Mins.~!~Local__jwoEaEU,Move Maintenance~,PLAN-QLK_ALL_190512T20:41,ALL,PLAN-QLK,176171,41:14.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35__E2_PwFk,gui:176171:actiontag:Move Maintenance~!~VHTQH~!~-421 Mins.~!~Local__jwoEaEU,15:03.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190512T20:41__UJtRJ3A,15:13.0,gui:176171:actiontag:Update Maintenance~!~VHTQH~!~ - ~!~Local__KkyLUvc,Update Maintenance~,PLAN-QLK_ALL_190512T20:41,ALL,PLAN-QLK,176171,41:14.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35__iKul2Rw,gui:176171:actiontag:Update Maintenance~!~VHTQH~!~ - ~!~Local__KkyLUvc,15:10.0,-QM3nKM_SYD_QF_190513T09:35_190513T10:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190505T20:31__h8KUNBg,37:21.0,gui:188421:actiontag:Create Maintenance~!~VHQOS~!~VHQOS~!~Local__Az8Uih0,Create Maintenance~,PLAN-QLK_ALL_190505T20:31,ALL,PLAN-QLK,176171,31:42.0,-RSXzNM_CBR_QF_190511T22:35_190511T23:35__ND0-5BY,gui:188421:actiontag:Create Maintenance~!~VHQOS~!~VHQOS~!~Local__Az8Uih0,37:18.0,-RSXzNM_CBR_QF_190511T22:35_190511T23:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T08:04__Wi19yUg,11:10.0,gui:176171:actiontag:Cancel Maintenance~!~VHQOS~!~ - ~!~Local__2IGqW7Y,Cancel Maintenance~,PLAN-QLK_ALL_190507T08:04,ALL,PLAN-QLK,176171,04:28.0,-RSXzNM_CBR_QF_190511T22:35_190511T23:35__PJMW0jA,gui:176171:actiontag:Cancel Maintenance~!~VHQOS~!~ - ~!~Local__2IGqW7Y,11:07.0,-RSXzNM_CBR_QF_190511T22:35_190511T23:35,,,,QF,35:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__0_PI34g,33:24.0,gui:lru17:actiontag:Create Maintenance~!~VHQOY~!~VHQOY~!~Local__cxbiqgw,Create Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__NeQu7KQ,gui:lru17:actiontag:Create Maintenance~!~VHQOY~!~VHQOY~!~Local__cxbiqgw,33:08.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__R92oDkM,33:24.0,gui:lru17:actiontag:Delay End Maintenance~!~VHQOY~!~-31 Mins.~!~Local__Y7_JGb0,Delay End Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__EFMKURs,gui:lru17:actiontag:Delay End Maintenance~!~VHQOY~!~-31 Mins.~!~Local__Y7_JGb0,33:12.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__ZpbD3z8,33:24.0,gui:lru17:actiontag:Delay Start Maintenance~!~VHQOY~!~17 Mins.~!~Local__d4Qwbl8,Delay Start Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__iUXcLOs,gui:lru17:actiontag:Delay Start Maintenance~!~VHQOY~!~17 Mins.~!~Local__d4Qwbl8,33:15.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__k8qpXJg,33:24.0,gui:lru17:actiontag:Delay End Maintenance~!~VHQOY~!~8 Mins.~!~Local__aOJ7rbc,Delay End Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__fse6PT4,gui:lru17:actiontag:Delay End Maintenance~!~VHQOY~!~8 Mins.~!~Local__aOJ7rbc,33:18.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
PLAN-QLK_ALL_190510T20:17__3E6N9Ko,40:15.0,gui:198168:actiontag:Move Maintenance~!~VHQOY~!~-5 Mins.~!~Local__R8rzv38,Move Maintenance~,PLAN-QLK_ALL_190510T20:17,ALL,PLAN-QLK,198168,17:50.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__5IpMrPc,gui:198168:actiontag:Move Maintenance~!~VHQOY~!~-5 Mins.~!~Local__R8rzv38,40:12.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
OPER-QLK_T-CREW_QF_2037_DBO_SYD_19-05-11_190510T14:31___Huaj14,24:53.0,gui:npe01:actiontag:Delay Start Maintenance~!~VHQOY~!~-80 Mins.~!~Local__wtAaWEg,Delay Start Maintenance~,OPER-QLK_T-CREW_QF_2037_DBO_SYD_19-05-11_190510T14:31,T-CREW,OPER-QLK,606056,31:00.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__1CuyLHs,gui:npe01:actiontag:Delay Start Maintenance~!~VHQOY~!~-80 Mins.~!~Local__wtAaWEg,24:42.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
OPER-QLK_T-CREW_QF_2037_DBO_SYD_19-05-11_190510T14:31__rAbvevs,24:53.0,gui:npe01:actiontag:Delay End Maintenance~!~VHQOY~!~-35 Mins.~!~Local__qjKR778,Delay End Maintenance~,OPER-QLK_T-CREW_QF_2037_DBO_SYD_19-05-11_190510T14:31,T-CREW,OPER-QLK,606056,31:00.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__ZuDmMXY,gui:npe01:actiontag:Delay End Maintenance~!~VHQOY~!~-35 Mins.~!~Local__qjKR778,24:46.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
PLAN-QLK_ALL_190511T20:57__Gtlgy_U,48:27.0,gui:198168:actiontag:Update Maintenance~!~VHQOY~!~ - ~!~Local__y57_CQo,Update Maintenance~,PLAN-QLK_ALL_190511T20:57,ALL,PLAN-QLK,198168,57:34.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05__ZkDxrLg,gui:198168:actiontag:Update Maintenance~!~VHQOY~!~ - ~!~Local__y57_CQo,48:23.0,-UGVP00_SYD_QF_190512T07:45_190512T09:05,,,,QF,45:00.0,05:00.0,,,,,
